City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
527,Praia Da Vitoria,PT,38.7333,-27.0667,60.8,77,40,17.96,scattered clouds,2021-03-28 22:55:36
528,Hami,CN,42.8,93.45,57.87,24,85,8.14,overcast clouds,2021-03-28 22:55:37
529,Ust-Kuyga,RU,70.0167,135.6,6.53,96,100,4.47,overcast clouds,2021-03-28 22:55:37
530,Bonavista,CA,48.6499,-53.1147,25.0,74,38,1.14,scattered clouds,2021-03-28 22:55:37
531,Micheweni,TZ,-4.9667,39.8333,80.92,79,12,3.69,light rain,2021-03-28 22:55:37
532,Esparta,HN,15.7437,-87.1766,86.0,74,40,10.36,scattered clouds,2021-03-28 22:55:37
533,Santa Isabel,BR,-23.3156,-46.2214,73.4,78,75,6.91,moderate rain,2021-03-28 22:55:38
534,Cayenne,GF,4.9333,-52.3333,81.0,78,75,8.05,broken clouds,2021-03-28 22:55:38
535,Malakal,SS,9.5334,31.6605,83.64,16,0,11.12,clear sky,2021-03-28 22:55:38
536,Aripuana,BR,-9.1667,-60.6333,74.03,96,76,1.1,broken clouds,2021-03-28 22:55:38
537,Iranshahr,IR,27.2025,60.6848,74.03,15,64,2.57,broken clouds,2021-03-28 22:55:39
538,Williston,US,48.147,-103.618,64.99,29,100,3.0,overcast clouds,2021-03-28 22:55:01
539,Arona,ES,28.0996,-16.681,66.0,77,20,8.05,few clouds,2021-03-28 22:56:09
540,Constantine,DZ,36.365,6.6147,53.6,76,0,4.61,clear sky,2021-03-28 22:56:09
541,Nizhniy Odes,RU,63.6445,54.856,29.8,97,100,6.22,overcast clouds,2021-03-28 22:56:09
542,Kizlyar,RU,43.8469,46.715,42.53,83,96,8.86,overcast clouds,2021-03-28 22:56:10
543,Kropotkin,RU,45.4375,40.5756,39.0,91,64,7.38,light rain,2021-03-28 22:56:10
544,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,77,75,9.22,broken clouds,2021-03-28 22:56:10
545,Kilindoni,TZ,-7.9139,39.6668,82.71,72,71,5.41,broken clouds,2021-03-28 22:56:10
546,Kabwe,ZM,-14.4469,28.4464,64.35,96,82,6.69,light rain,2021-03-28 22:56:11
547,Sao Filipe,CV,14.8961,-24.4956,69.96,73,58,16.82,broken clouds,2021-03-28 22:56:11
548,Canutama,BR,-6.5339,-64.3831,73.69,94,90,2.77,heavy intensity rain,2021-03-28 22:56:11
549,Palora,EC,-1.7,-77.9333,69.8,88,90,2.3,moderate rain,2021-03-28 22:56:11
550,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.89,80,88,6.08,overcast clouds,2021-03-28 22:56:12
551,Tigil,RU,57.8,158.6667,21.72,88,100,19.6,light snow,2021-03-28 22:56:12
552,Tonbridge,GB,51.1924,0.2753,48.99,88,99,4.0,overcast clouds,2021-03-28 22:56:12
553,Whitefish,US,48.4111,-114.3376,62.6,23,75,29.93,broken clouds,2021-03-28 22:56:12
554,Amapa,BR,1.0,-52.0,72.18,98,100,2.35,overcast clouds,2021-03-28 22:56:13
555,Cloquet,US,46.7216,-92.4594,42.01,33,1,5.75,clear sky,2021-03-28 22:56:13
556,Derzhavinsk,KZ,51.1,66.3167,13.23,95,13,9.33,few clouds,2021-03-28 22:56:13
557,Trelaze,FR,47.45,-0.4667,46.99,87,0,2.3,clear sky,2021-03-28 22:56:13
558,Mae Hong Son,TH,19.3003,97.9685,69.48,51,13,1.19,few clouds,2021-03-28 22:54:04
559,Inyonga,TZ,-6.7167,32.0667,63.18,94,96,2.08,light rain,2021-03-28 22:56:14
560,Patnongon,PH,10.9132,121.9937,80.51,73,97,4.34,overcast clouds,2021-03-28 22:56:14
561,Bere,TD,9.3202,16.1552,83.48,28,73,4.94,broken clouds,2021-03-28 22:56:14
562,Westport,US,41.1415,-73.3579,55.0,98,100,14.56,overcast clouds,2021-03-28 22:56:14
563,Aklavik,CA,68.2191,-135.0107,-5.8,59,44,6.91,scattered clouds,2021-03-28 22:56:15
564,Grafton,US,42.207,-71.6856,57.0,94,90,12.66,mist,2021-03-28 22:56:15
565,Eureka,US,40.8021,-124.1637,57.99,72,3,8.01,clear sky,2021-03-28 22:56:15
566,Byron Bay,AU,-28.65,153.6167,72.0,78,1,9.22,clear sky,2021-03-28 22:56:15
567,Foz Do Iguacu,BR,-25.5478,-54.5881,75.2,94,75,4.61,broken clouds,2021-03-28 22:56:16
568,Arraial Do Cabo,BR,-22.9661,-42.0278,78.01,87,65,8.7,broken clouds,2021-03-28 22:56:16
569,Mizdah,LY,31.4451,12.9801,58.57,27,3,4.0,clear sky,2021-03-28 22:56:16
570,Digby,CA,44.6169,-65.7655,37.4,86,100,10.36,moderate rain,2021-03-28 22:56:17
571,Roma,US,43.2128,-75.4557,51.8,87,90,12.66,overcast clouds,2021-03-28 22:55:52
572,Lasa,IT,46.6166,10.7002,48.0,64,0,5.75,clear sky,2021-03-28 22:56:17
573,Zaysan,KZ,47.4667,84.8667,35.6,89,93,4.68,overcast clouds,2021-03-28 22:56:17
574,Molina,CL,-35.1167,-71.2833,82.4,26,0,4.61,clear sky,2021-03-28 22:54:22
575,Tessalit,ML,20.1986,1.0114,72.39,10,0,14.63,clear sky,2021-03-28 22:56:18
576,Quartucciu,IT,39.2519,9.1794,54.0,100,0,2.3,clear sky,2021-03-28 22:56:18
577,Butembo,CD,0.15,29.2833,60.64,83,86,2.51,overcast clouds,2021-03-28 22:55:08
578,Orihuela,ES,38.0848,-0.944,60.01,72,100,5.48,overcast clouds,2021-03-28 22:56:18
579,Bestobe,KZ,52.4994,73.0975,18.18,87,87,21.79,overcast clouds,2021-03-28 22:56:18
580,Prince Albert,CA,53.2001,-105.7677,46.4,66,75,5.75,broken clouds,2021-03-28 22:56:48
581,Trat,TH,12.5,102.5,82.0,99,96,2.08,overcast clouds,2021-03-28 22:56:49
582,Umm Kaddadah,SD,13.6017,26.6876,66.38,12,0,14.14,clear sky,2021-03-28 22:56:49
583,Chany,RU,55.3121,76.7647,25.3,97,100,1.9,light snow,2021-03-28 22:56:49
584,Dudinka,RU,69.4058,86.1778,-11.43,98,72,10.42,broken clouds,2021-03-28 22:56:49
585,Lianyuan,CN,27.6883,111.6642,67.87,91,76,1.12,light rain,2021-03-28 22:56:50
586,Otukpo,NG,7.1913,8.1329,83.5,18,5,1.03,clear sky,2021-03-28 22:56:50
587,Minsk,BY,53.9,27.5667,32.0,100,83,4.47,mist,2021-03-28 22:53:30
588,Port Macquarie,AU,-31.4333,152.9167,73.0,76,14,3.67,few clouds,2021-03-28 22:56:50
589,Puebloviejo,CO,10.9938,-74.2844,91.99,67,73,17.0,broken clouds,2021-03-28 22:56:50
590,Nabire,ID,-3.3667,135.4833,75.47,94,100,4.14,overcast clouds,2021-03-28 22:55:06
591,Lavrentiya,RU,65.5833,-171.0,11.37,93,100,19.64,light snow,2021-03-28 22:56:51
592,Satwas,IN,22.5333,76.6833,81.21,16,6,6.44,clear sky,2021-03-28 22:56:51
593,Abapo,BO,-18.8333,-63.4667,64.96,65,91,1.54,overcast clouds,2021-03-28 22:56:51
594,Capoterra,IT,39.1763,8.9718,54.0,100,0,2.3,clear sky,2021-03-28 22:56:51
595,Hamilton,US,39.1834,-84.5333,46.4,49,90,14.97,overcast clouds,2021-03-28 22:52:46
596,Nishihara,JP,26.1842,127.7558,71.6,100,75,3.0,mist,2021-03-28 22:56:52
597,Bodden Town,KY,19.2833,-81.25,84.2,61,20,9.22,few clouds,2021-03-28 22:56:52
598,Boyabat,TR,41.4689,34.7667,38.7,78,7,3.44,clear sky,2021-03-28 22:56:52
599,Ukiah,US,39.1502,-123.2078,78.8,21,1,7.76,clear sky,2021-03-28 22:56:52
600,Nalut,LY,30.3333,10.85,61.3,20,59,11.72,broken clouds,2021-03-28 22:56:53
601,Salme,NP,28.0369,85.0942,55.4,76,20,8.03,mist,2021-03-28 22:56:53
602,Mpwapwa,TZ,-6.35,36.4833,63.63,92,74,3.11,broken clouds,2021-03-28 22:56:53
603,Leh,IN,34.1667,77.5833,35.53,81,100,8.57,overcast clouds,2021-03-28 22:56:53
604,Camabatela,AO,-8.1881,15.375,61.9,96,99,2.42,overcast clouds,2021-03-28 22:56:54
605,Asmara,ER,15.3333,38.9333,53.62,81,48,4.68,scattered clouds,2021-03-28 22:56:54
606,Tanhacu,BR,-14.0214,-41.2481,76.57,34,0,4.32,clear sky,2021-03-28 22:56:54
607,Taltal,CL,-25.4,-70.4833,64.83,75,22,3.38,few clouds,2021-03-28 22:56:54
608,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.58,59,66,8.41,broken clouds,2021-03-28 22:56:55
609,Jabinyanah,TN,35.035,10.9081,60.8,72,0,6.91,clear sky,2021-03-28 22:56:55
610,Jaciara,BR,-15.9653,-54.9683,76.3,66,9,3.0,clear sky,2021-03-28 22:56:55
611,Samoded,RU,63.6083,40.5111,31.51,92,97,7.65,overcast clouds,2021-03-28 22:56:56
612,Bay Roberts,CA,47.5999,-53.2648,28.0,74,75,4.61,broken clouds,2021-03-28 22:56:56
613,Lahij,YE,13.1667,44.5833,73.63,41,6,1.05,clear sky,2021-03-28 22:54:07
614,Muhos,FI,64.808,25.9931,35.6,87,0,8.05,clear sky,2021-03-28 22:56:56
615,General Roca,AR,-39.0333,-67.5833,77.0,31,0,9.48,clear sky,2021-03-28 22:56:56
616,Catuday,PH,16.2923,119.8062,79.34,76,81,7.2,broken clouds,2021-03-28 22:56:56
617,Goderich,CA,43.7501,-81.7165,35.6,87,100,17.27,overcast clouds,2021-03-28 22:56:57
618,Aitape,PG,-3.1374,142.3475,81.5,74,93,3.53,overcast clouds,2021-03-28 22:56:57
619,Starokostyantyniv,UA,49.7576,27.2034,36.21,83,100,15.19,overcast clouds,2021-03-28 22:56:57
620,Troyes,FR,48.3333,4.0833,44.6,70,0,4.61,clear sky,2021-03-28 22:56:57
621,Batagay-Alyta,RU,67.8006,130.4114,-1.89,85,93,4.03,overcast clouds,2021-03-28 22:56:58
622,Progreso,MX,21.2833,-89.6667,97.0,34,75,10.36,broken clouds,2021-03-28 22:56:58
623,Charters Towers,AU,-20.1,146.2667,77.23,62,62,13.62,broken clouds,2021-03-28 22:56:58
624,Ndjole,GA,-0.1783,10.7649,74.46,97,80,2.42,moderate rain,2021-03-28 22:56:58
625,Manado,ID,1.487,124.8455,77.0,94,40,2.3,scattered clouds,2021-03-28 22:53:48
626,Twin Falls,US,42.3505,-114.6445,69.8,16,1,23.02,clear sky,2021-03-28 22:56:59
627,Grants,US,35.1473,-107.8514,62.6,17,1,5.75,clear sky,2021-03-28 22:56:38
628,Saint-Vallier,FR,46.6411,4.3711,39.99,87,0,3.44,clear sky,2021-03-28 22:57:29
629,Poum,NC,-20.2333,164.0167,80.69,74,13,6.49,few clouds,2021-03-28 22:57:30
630,Nadym,RU,65.5333,72.5167,-10.61,99,82,10.33,broken clouds,2021-03-28 22:57:30
631,Pangai,TO,-19.8,-174.35,84.2,79,20,17.27,few clouds,2021-03-28 22:57:30
632,Ola,RU,59.5833,151.2833,7.74,87,72,2.64,broken clouds,2021-03-28 22:57:23
633,Sistranda,NO,63.7256,8.834,41.0,87,75,11.5,broken clouds,2021-03-28 22:57:30
634,Belmonte,BR,-15.8631,-38.8828,78.8,69,0,6.91,clear sky,2021-03-28 22:57:31
635,Nanchong,CN,30.7951,106.0847,66.27,55,97,3.98,light rain,2021-03-28 22:57:31
636,Ronneby,SE,56.21,15.276,42.8,100,90,9.22,mist,2021-03-28 22:57:31
637,Raga,SS,8.4596,25.678,74.41,19,3,5.79,clear sky,2021-03-28 22:57:31
638,Chinsali,ZM,-10.5414,32.0816,62.49,96,100,4.0,light rain,2021-03-28 22:57:31
639,Kudahuvadhoo,MV,2.6708,72.8944,79.25,82,100,5.84,moderate rain,2021-03-28 22:57:32
640,Kharsia,IN,21.9667,83.1167,73.54,18,0,1.5,clear sky,2021-03-28 22:57:32
641,Ngaoundere,CM,7.3167,13.5833,71.67,26,27,4.9,scattered clouds,2021-03-28 22:57:32
642,Brae,GB,60.3964,-1.353,46.4,93,90,23.02,overcast clouds,2021-03-28 22:57:32
643,Saint-Louis,SN,16.3333,-15.0,87.8,30,0,4.61,clear sky,2021-03-28 22:57:33
644,Wasilla,US,61.5814,-149.4394,33.01,40,1,6.91,clear sky,2021-03-28 22:57:33
645,Maniitsoq,GL,65.4167,-52.9,1.83,63,23,8.1,few clouds,2021-03-28 22:57:33
646,Noumea,NC,-22.2763,166.4572,84.0,61,0,6.91,clear sky,2021-03-28 22:57:33
647,Magadan,RU,59.5667,150.8,8.76,87,31,0.65,scattered clouds,2021-03-28 22:57:34
648,Basco,PH,20.4487,121.9702,78.57,78,20,3.02,few clouds,2021-03-28 22:57:34
649,Beaufort,MY,5.3473,115.7455,75.2,100,40,1.14,scattered clouds,2021-03-28 22:57:34
650,Rongcheng,CN,30.634,117.8517,59.99,79,0,2.75,clear sky,2021-03-28 22:57:34
651,Vila,PT,42.0304,-8.1588,55.0,53,3,1.99,clear sky,2021-03-28 22:57:34
652,Whitehorse,CA,60.7161,-135.0538,24.01,33,75,11.5,broken clouds,2021-03-28 22:57:35
653,Coari,BR,-4.085,-63.1414,75.2,96,56,2.24,broken clouds,2021-03-28 22:57:18
654,Cabuyaro,CO,4.2817,-72.794,83.1,57,92,6.91,overcast clouds,2021-03-28 22:57:35
655,Kieta,PG,-6.2167,155.6333,82.78,75,82,3.76,light rain,2021-03-28 22:57:35
656,Cedar City,US,37.6775,-113.0619,68.0,10,1,16.11,clear sky,2021-03-28 22:57:35
657,Lorengau,PG,-2.0226,147.2712,83.14,78,100,9.78,overcast clouds,2021-03-28 22:57:36
658,Yashan,CN,22.1975,109.9419,72.12,95,52,4.47,broken clouds,2021-03-28 22:57:36
659,Tottori,JP,35.5,134.2333,50.0,93,40,5.75,scattered clouds,2021-03-28 22:57:36
660,Kidal,ML,18.4411,1.4078,73.53,10,0,11.59,clear sky,2021-03-28 22:57:36
661,Veraval,IN,20.9,70.3667,76.89,71,6,11.32,clear sky,2021-03-28 22:57:37
662,Cacheu,GW,12.2706,-16.1658,77.0,69,0,4.61,clear sky,2021-03-28 22:57:37
663,Key Largo,US,25.0865,-80.4473,81.0,74,1,5.01,clear sky,2021-03-28 22:57:37
664,Kashi,CN,39.4547,75.9797,53.6,43,40,8.95,scattered clouds,2021-03-28 22:57:37
665,Geraldton,AU,-28.7667,114.6,66.2,77,14,4.61,few clouds,2021-03-28 22:57:38
666,San Cristobal,VE,7.7669,-72.225,78.8,73,40,9.22,scattered clouds,2021-03-28 22:57:38
667,Terrace,CA,54.5163,-128.6035,41.0,48,75,11.5,light snow,2021-03-28 22:57:38
